0.0 , 4
0.0 , 6
0.0 , 9
0.0 , 13
0.0 , 19
0.0 , 28
0.0 , 42
0.0 , 63
1.0 , 94
0.0 , 141
1.0 , 211
0.0 , 316
1.0 , 474
1.0 , 711
2.0 , 1066
2.0 , 1599
